County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Orange,Montgomery Farmers' Market,110 Bracken Rd Town of Montgomery,110 Bracken Rd,Town of Montgomery,NY,12549,Randi Picarelli,8452872833,,Tuesday  11am-5pm,June 15-September 25,M,Y,N,N,Y,41.52115,-74.20015,"(41.52115, -74.20015)"
Cayuga,Owen Orchards Farm Stand,8174 Grant Ave.  Weedsport,8174 Grant Ave.,Weedsport,NY,13166,Gordon Tripp,3152524097,http://www.owenorchard.com,"Mon-Fri  9am-pm, Sat 9am-6pm  Sun 9am-4pm","Aug 1-March 30, 2022",M/X/W,Y,Y,N,Y,43.01314,-76.50749,"(43.01314, -76.50749)"
St. Lawrence,Canton Apples U-Pick Orchard Farm Stand,339 State Highway 310,CR 25  at Barnes Road Canton,Canton,NY,13617,Joel Howe,3152120950,,Sat/Sun  10am-4pm,July 1-November 1,M,Y,N,N,Y,44.55387,-75.13583,"(44.55387, -75.13583)"
Albany,Lansing Farm Market,204 LishaKill Rd Colonie,204 LishaKill,Colonie,NY,12309,Al Or Jessica Lansing,5184640889,http://www.lansingfarmmarket.com,Daily  9am-6pm,April 20-November 15,P/M,Y,N,N,Y,42.7629,-73.85447,"(42.7629, -73.85447)"
Kings,Flatbush Junction  GrowNYC Farm Stand,Flatbush & Nostrand Aves.,Flatbush Ave and Nostrand Ave,Brooklyn,NY,11210,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Saturday  9am-2pm,July 10-November 20,M,Y,Y,N,Y,40.63286,-73.9477,"(40.63286, -73.9477)"
Monroe,Curbside Market-Salvation Army Geneva,41 North St Geneva,41 North St,Geneva,NY,14456,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Fri 11:15am-12:15pm, closed June 18 & July 2",June 4-November 26,M,Y,Y,N,Y,42.87554,-76.9801,"(42.87554, -76.9801)"
Rensselaer,Troy Waterfront Farmers' Market,"River Front Park River St Troy, (moved fromRussell Sage College lot)",282 River St,Troy,NY,12180,Stephen Ridler,5187084216,http://www.troymarket.org,Saturday  9am-2pm,April 3-October 30,P/M,Y,Y,Y,Y,42.73214,-73.6905,"(42.73214, -73.6905)"
Bronx,Fordham Plaza Greenmarket,"1 Fordham Plaza , Park Ave btwn 189th St. & Fordham Rd.",1 Fordham Plaza,Bronx,NY,10458,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-4pm,June 18-November 19,M,Y,Y,N,Y,40.86002,-73.89106,"(40.86002, -73.89106)"
Wayne,Wolcott Area Farmers' Market,Northup Park New Hartford St. Wolcott,Washington Street and New Hartford Street,Wolcott,NY,14590,David & Cindy Savary,3158790798,,Mon/Thu  1pm-6pm,May 28-June 15,P/M,Y,Y,N,Y,43.21855,-76.81491,"(43.21855, -76.81491)"
Onondaga,Skaeneateles Farmer's Market-Saturday,1 East Austin St. Austin Park Pavilion,1 East Austin Street,Pavilion,NY,13152,Sue Murphy,3157279320,https://www.townofskaneateles.com,Saturday 10am-1pm,May 29-September 12,P/M,Y,N,N,Y,42.95091,-76.43045,"(42.95091, -76.43045)"
Clinton,JCEO MM-Ellenburg Center Senior Ctr,5538 Old State Rd Ellenburg Center,5538 Old State Rd,Ellenburg Center,NY,12934,Richard LaVigne,5183194028,http://www.jceo.org,Monday 12:10pm-2pm,June 7-September 27,M,Y,Y,N,Y,44.89508,-73.87197,"(44.89508, -73.87197)"
Tompkins,Indian Creek Farm Farm Stand,1408 Trumansburg Rd Ithaca,1408 Trumansburg Rd,Ithaca,NY,14850,Alice Brigance,5044328696,http://www.indiancreekithaca.com,Daily  8am-8pm,June 1-December 1,M,Y,N,N,Y,42.4718,-76.54806,"(42.4718, -76.54806)"
Monroe,Curbside Market-Glenwood Gardens (Santee St),295 Santee St Rochester 14613,295 Santee St,Rochester,NY,14613,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue 4:05pm-4:35pm,June 1-November 23,M,Y,Y,N,Y,43.17496,-77.64307,"(43.17496, -77.64307)"
Lewis,Lyons Falls Farmers' Market,Riverside Park 6904 Laura St.,6904 Laura St,Lyons Falls,NY,13368,Amanda Jones,6802225707,http://www.lyonsfallsalive.org,Tuesday  11am-4pm,June 22-October 28,M,Y,Y,N,Y,43.61458,-75.3562,"(43.61458, -75.3562)"
Greene,Black Horse Farms Farm Stand,10094 Rt. 9W Athens,10094 Rte 9W,Athens,NY,12015,Chellie Apa,5187318776,http://www.blackhorsefarms.com,Daily  9am-6pm,Year-round,YR,Y,Y,N,Y,42.30634,-73.85043,"(42.30634, -73.85043)"
Sullivan,Callicoon Farmers' Market,Callicoon Creek Park  23 Dorrer Drive,23 Dorrer Drive,Callicoon,NY,12723,Eugene Thalmann,6313327948,http://www.callicoonfarmersmarket.org,Sunday  11am-2pm,Year-round,YR,Y,N,N,Y,41.76559,-75.05797,"(41.76559, -75.05797)"
Otsego,Middlefield Orchard Farm Stand,2274 State Hwy 166 Cooperstown,2274 State Hwy 166,Cooperstown,NY,13326,Wilfred Bruneau,6075478212,http://www.middlefieldorchard.com,Mon-Sat  9am-5pm,July 1-October 31,M,Y,N,N,Y,42.70279,-74.8348,"(42.70279, -74.8348)"
New York,Oculus Plaza Greenmarket,185 Greenwich St,185 Greenwich St,New York,NY,10007,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Tuesday  7am-7pm,June 1-November 23,M,Y,Y,N,Y,40.71203,-74.01201,"(40.71203, -74.01201)"
Queens,Jackson Heights Greenmarket,79-09 34th Ave.,78-99 34th Ave,Jackson heights,NY,11372,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/queens/jackson-heights,Sunday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.7535,-73.88791,"(40.7535, -73.88791)"
Ulster,Woodstock Farm Festival Farmers' Market,20 Mountainview Ave parking lot,20 Mountainview Avenue,Woodstock,NY,12498,Jessica Lunt,8452420275,http://www.woodstockfarmfestival.com,Wednesday  3pm-7pm,May 19-October 13,P/M,Y,Y,Y,Y,42.04018,-74.11797,"(42.04018, -74.11797)"
Nassau,Country Fresh Farmingdale Farmers' Market,Village Green  361 Main St,361 Main St,Farmingdale,NY,11735,Mary Schneider,6316735844,,Sunday  10am-3pm,June 6-November 21,M,Y,N,N,Y,40.73166,-73.44566,"(40.73166, -73.44566)"
New York,Astor Place Greenmarket,149-179 E 8th St New York,149-179 E 8th St,t New York,NY,11218,Siobahn Keys,2127887476,,Tuesday 8am-5pm,June1-November 23,M,Y,Y,N,Y,40.64658,-73.97198,"(40.64658, -73.97198)"
Schenectady,Veggie Mobile-Father Leo Obrien,3151 Marra Lane Schenectady,3151 Marra Lane,Schenectady,NY,12303,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon 1pm-1:45pm,Year-round,YR,Y,Y,Y,Y,42.76062,-73.94004,"(42.76062, -73.94004)"
Saratoga,Ballston Spa Thursday Farmers' Market,"Brookside Museum, 6 Charlton st.","Wiswall Park, Front Street",Ballston Spa,NY,12020,Nora Osuchowski,5185989222,https://www.ballston.org/category/farmers-market,Thursday 3pm-6pm,June17 -September 30,M,Y,N,N,Y,43.00241,-73.85154,"(43.00241, -73.85154)"
Clinton,Rulfs Orchard Farm Stand,531 Bear Swamp Road Peru,531 Bear Swamp Road,Peru,NY,12972,Shannon Wilkins,5186438636,http://www.rulfsorchard.com,Daily 6am-6pm,Year-round,YR,Y,Y,N,Y,44.5786,-73.49804,"(44.5786, -73.49804)"
Sullivan,Sullivan Fresh Market on the Move-Wurtsboro,"134 Sullivan St, Wurtsboro",134 Sullivan St,Wurtsboro,NY,12790,Melinda Meddaugh,8452926180,http://www.sullivancce.org,Thursday  10:30am-12:30pm,July 7-September 29,M,Y,Y,N,Y,41.57636,-74.48583,"(41.57636, -74.48583)"
Monroe,Curbside Market-YWCA Apartments,175 N. Clinton Ave. Rochester,175 North Clinton Ave,Rochester,NY,14604,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Thu 3pm-4pm, closed July 1",June 3-November 25,M,Y,Y,N,Y,43.16073,-77.6082,"(43.16073, -77.6082)"
Suffolk,Schneider's Farm Stand,316 Old Country Rd.  Melville,316 Old Country Road,Melville,NY,11747,Mary Schneider,6316735844,http://www.schneidersfarmmelville.com,Daily  9am-6pm,April 22-December 24,P/M/X,Y,N,N,Y,40.80186,-73.39911,"(40.80186, -73.39911)"
Dutchess,Rhinebeck Farmers' Market,Municipal lot 61 E. Market St.,61 East Market St,Rhinebeck,NY,12572,Andrea Bartolomeo,5188211481,http://www.rhinebeckfarmersmarket.com,Sunday  10am-2pm,May 2-December 26,P/M/X,Y,Y,N,Y,41.92704,-73.91027,"(41.92704, -73.91027)"
Hamilton,Speculator Farmers & Crafters Farmers' Market,Speculator Village Pavilion Route 30,State Route 30 and Elliot Ln,Speculator,NY,12164,Donna Benkovich,5185484521,http://www.speculatorchamber.com,Thursday  2pm-5pm,June 24-September 9,M,Y,N,N,Y,43.49679,-74.36073,"(43.49679, -74.36073)"
Tompkins,Ithaca WINTER Farmers' Market,"Triphammer Plaza, 2255 Triphammer Road",2255 Triphammer Road,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Saturday  10:30am-2pm,January 9-March 27,W/P,N,Y,N,Y,42.44097,-76.51093,"(42.44097, -76.51093)"
Chenango,Norwich Farmers' Market,East Park 2 North Broad St.,North Broad St. and Main St.,Norwich,NY,13815,Sandy Pierce,6073344928,,Wednesday  10am-2pm,May 5-November 24,M,Y,N,N,Y,42.53055,-75.52365,"(42.53055, -75.52365)"
Putnam,Hudson Valley Regional Farmers' Market,15 Mt Ebo Rd South Brewster,15 Mt Ebo Drive,Brewster,NY,10509,Melissa Kamin,8458789078,http://www.hudsonvalleyfarmersmarket.org,Sunday  10am-2pm,Year-round,YR,N,N,N,Y,41.43416,-73.57263,"(41.43416, -73.57263)"
Rensselaer,Veggie Mobile Sprout-Public Library Sr. Ctr,1501 Broadway #1 Watervliet,1501 Broadway,Watervliet,NY,12189,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 2pm-2:45pm,Year-round,YR,Y,Y,Y,Y,42.72629,-73.70008,"(42.72629, -73.70008)"
Cattaraugus,Putt Farm Stand,"3508 West Branch Road, Allegany NY",3508 West Branch Road,Allegany,NY,14706,Pamela Putt,7163727238,,"Fri  9am-12pm, Sat  10am-5pm  Sun  1pm-5pm",August 1-October 1,M,Y,N,N,Y,42.06489,-78.49288,"(42.06489, -78.49288)"
Kings,Bushwick Hope Ball Field Farmers' Market,Knickerbocker Ave btwn Menahan St & Grove St. Bushwick,Knickerbocker Ave,Bushwick,NY,10301,Novelette Scott,7188210254,http://www.riseboro.org,Wednesday 9am-3pm,May 26-November 24,P/M,Y,Y,N,Y,40.70117,-73.92252,"(40.70117, -73.92252)"
Kings,Hattie Carthan After Church Farmers' Market,49 Van Buren St. Hattie Carthan Herban Farm Brooklyn,49 Van Buren St,Brooklyn,NY,11221,David Greaves,2125617327,http://www.hattiecarthancommunitymarket.com,Sunday  1pm-6pm,August 1-November 22,M,Y,N,N,Y,40.69024,-73.94359,"(40.69024, -73.94359)"
Ulster,Kingston Farmers' Market,285 Wall Street,Wall St and John St,Kingston,NY,12401,Laura Crimmins,6462624672,http://www.kingstonfarmersmarket.org,Saturday  9am-2pm,May 8-November 20,P/M,Y,Y,Y,Y,41.93384,-74.01968,"(41.93384, -74.01968)"
Wyoming,Perry Farmers' Market,Perry Festival Plaza  S. Main Street,Main St and Borden Ave,Perry,NY,14530,Rick Hauser,5859913893,http://www.perryfarmersmarket.com,Sat  8:30am-12:30pm,June 19-September 25,M,Y,N,N,Y,42.71842,-78.00218,"(42.71842, -78.00218)"
Erie,Clinton Bailey Wed Farmers' Market,1443-1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,Wednesday 7am-5pm,May 1-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
Franklin,Malone Farmers' Market,27 Airport Rd. (Rte 11)  Pavilion at Marcy Airfield,27 Airport Road,Malone,NY,12953,Dick Crawford,5185634777,http://www.adirondackfarmersmarket.com,Wed  12pm-4:30pm,May 26-October 6,P/M,Y,N,N,Y,44.84733,-74.32773,"(44.84733, -74.32773)"
Columbia,Germantown Farmers Market,50 Palatine Park Road Germantown,50 Palatine Park Road,Germantown,NY,12526,Lauren Williams,5185675691,,Saturday 10am-1pm,May 22-October 30,P/M,Y,N,N,Y,42.135,-73.88551,"(42.135, -73.88551)"
Monroe,Rochester Public Market-Saturday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Saturday 5am-3pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
Orleans,Albion Farmers' Market,19 North Main Street,19 North Main Street,Albion,NY,14411,Natasha Wasuck,5853158845,,Sunday  9am-2pm,June 13-October 17,M,Y,N,N,Y,43.24684,-78.19356,"(43.24684, -78.19356)"
Rensselaer,Veggie Mobile-Kennedy Towers Apts,2100 6th Ave. Troy,2100 6th Avenue,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 2:45pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.73495,-73.68493,"(42.73495, -73.68493)"
Dutchess,Beacon WINTER Farmers' Market,413 Main St. Beacon VFW Hall,413 Main Street,Beacon,NY,12508,Paloma Wake,5108514865,http://www.beaconfarmersmarket.org,Sunday  10am-2pm,December 6-April 24,X/W/P,N,Y,N,Y,41.50321,-73.96674,"(41.50321, -73.96674)"
New York,Union Square Friday Greenmarket,"31 Union Square W, NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket,Friday  8am-6pm,Year-round,YR,Y,Y,N,Y,40.73701,-73.99025,"(40.73701, -73.99025)"
Washington,Cambridge Valley WINTER Farmers' Market,"Brieman Building , Park Place",Park Place,Cambridge,NY,12816,Lindsay Fisk,5185389467,,Sunday  11am-3pm,Nov 7-December 19,M/X,N,N,N,Y,43.02872,-73.37955,"(43.02872, -73.37955)"
Madison,Debrucque's Produce Stand,3392 Seneca Turnpike Canastota,3392 Seneca Turnpike,Canastota,NY,13032,Gary J. Debrucque,3153801015,,"Mon-Fri  9am-5pm, Sat/Sun  9am-3pm",June 1-October 31,M,Y,N,N,Y,43.06975,-75.75169,"(43.06975, -75.75169)"
Orange,Port Jervis Farmers' Market,1 Hammond Street,1 Hammond Street,Port Jervis,NY,12771,Yelena Sirotin,2129663759,http://www.pjfarmmarket.com,Saturday  10am-1pm,June 5-October 30,M,Y,Y,Y,Y,41.37555,-74.69237,"(41.37555, -74.69237)"
Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion , 150 Riverside Dr. (behind Carthage Rescue Squad)",150 Riverside Drive,Carthage,NY,13619,Rebecca Wallen,3154933590,http://www.carthageny.com,Friday  9am-4pm,May 28-October 8,P/M,Y,N,N,Y,43.97714,-75.61247,"(43.97714, -75.61247)"
Sullivan,Sullivan Fresh Market on the Move-S.Fallsburg,19 Railroad Plaza South Fallsburg,19 Railroad Plaza,South Fallsburg,NY,12779,Melinda Meddaugh,8452926180,http://www.sullivancce.org,Thursday  2:30pm-4pm,July 7-September 29,M,Y,Y,N,Y,41.70828,-74.6297,"(41.70828, -74.6297)"
New York,Tompkins Square Greenmarket,Tompkins Square Park 111 Ave at E 7 St.,Avenue A and East 7th St,New York,NY,10009,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/tompkins-square,Sunday  9am-5pm,Year-round,YR,Y,Y,N,Y,40.72602,-73.98353,"(40.72602, -73.98353)"
Monroe,Curbside Market-James Dobson Apts,150 Van Auker St. Rochester,150 Van Auker Street,Rochester,NY,14608,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Sat 11:30am-12:30pm, closed June 19, July 3 & Sept 4",June 5-November 27,M,Y,Y,N,Y,43.14997,-77.62109,"(43.14997, -77.62109)"
Dutchess,Millerton Farmers' Market,6 Dutchess Ave. Millerton Methodist Church,6 Dutchess Ave.,Millerton,NY,12546,Christine Sergent,5187894259,,Saturday 10am-2pm,Year-round,YR,Y,Y,N,Y,41.9543,-73.50977,"(41.9543, -73.50977)"
Schuyler,Watkins Glen Farmers' Market,Lafayette Park 4th and Decatur Sts.,Fifth St and Porter St,Watkins Glen,NY,14891,Jylle Benson-Gauss,6072271333,,Friday  3pm-6pm,May 28-October 29,P/M,Y,N,N,Y,42.38096,-76.86954,"(42.38096, -76.86954)"
Monroe,Curbside Market-ElderONE PACE Center,2066 Hudson Ave. Rochester,2066 Hudson Ave.,Rochester,NY,14617,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed 12pm-1:15pm,June 2-November 24,M,Y,Y,N,Y,43.20568,-77.60067,"(43.20568, -77.60067)"
Jefferson,Watertown Saturday Farmers' Market,"Pavilion at J.B. Wise , 175 Black River Pkway",175 Black River Parkway,Watertown,NY,13601,Shawn Chamberlain,3154081088,,Saturday  9am-2pm,June 5-October 30,M,Y,N,N,Y,43.97651,-75.90988,"(43.97651, -75.90988)"
Albany,Delmar Saturday Farmers' Market,"Bethlehem Middle School, 332 Kenwood Avenue",332 Kenwood Avenue,Delmar,NY,12054,Ken Myer,5184871991,http://www.delmarmarket.org,Saturday  9am-1pm,May 1-December 18,P/M/X,Y,N,N,Y,42.60116,-73.84,"(42.60116, -73.84)"
Lewis,Colwell's Farm Stand and Garden Center,6007 State Route 12 Glenfield,6007 State Route 12,Glenfield,NY,13343,Michael Colwell,3153767402,http://www.colwellsfarmmarket.com,"Mon-Sat  8am-7pm, Sunday  9am-6pm",April 1-November 16,P/M,Y,Y,N,Y,43.71844,-75.41148,"(43.71844, -75.41148)"
Rensselaer,Capital Roots Produce Market,594 River Street Troy,594 River Street,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon-Fri  9am-5:30pm,Year-round,YR,Y,Y,Y,Y,42.74208,-73.68525,"(42.74208, -73.68525)"
Ontario,Canandaigua Farmers' Market,167 Mill St.,167 Mill Street,Canandaigua,NY,14424,Brian Howell,5854064771,http://www.canandaiguafarmersmarket.com,Sat  8:30am-12:30pm,June 5-October 30,M,Y,N,N,Y,42.8857,-77.27849,"(42.8857, -77.27849)"
Onondaga,Emmi's Farm Market-Liverpool,1401 Buckley Rd. Liverpool,1401 Buckley Road,Liverpool,NY,13088,Anthony Emmi,3156357529,http://www.emmifarms.com,"Mon-Thu  10am-6pm, Fri-Sat  9am-6pm, Sun  10am-3pm",July 15-September 6,M,Y,N,N,Y,43.13879,-76.17373,"(43.13879, -76.17373)"
Kings,Bushwick Maria Hernandez Pk Farmers' Market,Knickerbocker Ave @ Starr & Suydam,Knickerbocker Avenue,Brooklyn,NY,11206,Novelette Scott,7188210254,http://www.riseboro.org,Saturday  9am-3pm,May 22-November 27,P/M,Y,Y,N,Y,40.70257,-73.92497,"(40.70257, -73.92497)"
Chautauqua,Falconer Farmers' Market,130 West Main St.,56 E. Main Street,Falconer,NY,14733,Anna Fales,7166654400,,Friday 12pm-6pm,June 6-October 29,M,N,N,N,Y,42.11763,-79.19952,"(42.11763, -79.19952)"
Westchester,Hastings WINTER Farmers' Market,"134 Southside Ave, Hastings-On-Hudson , Hastings Train Station parking lot",134 Southside Ave,Hastings on Huds,NY,10706,Pascale Le Draoulec,9148063380,http://www.hastingsfarmersmarket.org,Saturday 830am-130pm,Dec 7-May 23,X/W/P,N,Y,N,Y,40.9943,-73.88424,"(40.9943, -73.88424)"
Erie,Kwilos Farm Farm Stand,7678 Erie Rd.  Derby,7678 Erie Rd.,Derby,NY,14074,Joseph Kwilos,7165496201,,"Mon-Sat  10am-6pm, Sunday  10am-4pm",May 6-October 31,P/M,Y,N,N,Y,42.67729,-79.02178,"(42.67729, -79.02178)"
Bronx,Bissel Gardens Farmers' Market-Sat,Baychester Ave. below the E 241 St. intersection,Baychester Ave and East 241st St,Bronx,NY,10470,Heather Dombrowa,3474272547,http://www.bisselgardens.org,Sat  10am-5pm,July 10-November 20,M,Y,N,N,Y,40.90151,-73.84702,"(40.90151, -73.84702)"
Westchester,Ossining Farmers' Market,100 Main Street @ Spring St. Market Square,100 Main Street,Ossining,NY,10562,Mahalia Dees,9149234837,http://www.downtoearthmarkets.com,Saturday 8:30am-1pm,May 8-December 18,P/M/X,Y,Y,Y,Y,41.16105,-73.86351,"(41.16105, -73.86351)"
Oswego,Guppy's Berry Farm Farm Stand,512 County Route 26  West Monroe,512 County Route 26,West Monroe,NY,13617,Elaine Guppy,3156257920,http://www.guppysberryfarmllc.com,"Wed-Fri, Sun 9am-2pm, Saturday  9am-4pm",July 15-September 30,M,Y,N,N,Y,43.35052,-76.03094,"(43.35052, -76.03094)"
Queens,Elmhurst Hospital Greenmarket,79-11  41st Ave. btwn 80th & 81st Sts.,41st Ave and 80th St,Elmhurst,NY,11373,Siobahn Keys,2127887476,http://www.grownyc.org,Tuesday  8am-4pm,June 1-November 23,M,Y,Y,N,Y,40.7458,-73.88548,"(40.7458, -73.88548)"
Onondaga,Central NY Saturday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Rachael Ristau,3154228647,http://www.cnyrma.com,Saturday  7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,"(43.07269, -76.16835)"
Suffolk,Huntington Village Farmers' Market,"228 Main St Huntington, Elm St Parking Lot",228 Main St,Huntington,NY,11743,Lona Graepel,6319442661,http://www.longislandfarmersmarkets.com,Sat 7:30am-12:30pm,June 5-Nov 20,M,Y,N,N,Y,40.87163,-73.42456,"(40.87163, -73.42456)"
Erie,Groundwork Market Garden Farm Stand,52 Leslie St.  Buffalo,1698 Genesee St.,Buffalo,NY,14211,Mayda Pozantides,7167109394,http://www.groundworkmg.com,Tuesday  4pm-7pm,June 1-October 26,M,Y,Y,N,Y,42.91092,-78.81813,"(42.91092, -78.81813)"
Rockland,Piermont Farmers Market,Parelli Park  Hudson Way Piermont,Hudson Way,Piermont,NY,10968,Joe Serra,9143934533,,Sunday  10am-3pm,May 2-November 21,P/M,Y,N,N,Y,41.04211395,-73.91644342,"(41.04211395, -73.91644342)"
Westchester,Rye Farmers' Market,"9 Theodore Fremd Ave. Rye , behind Purchase Street Stores",9 Theodore Fremd Ave,Rye,NY,10580,Mahalia Dees,9149234837,http://www.downtoearthmarkets.com,Sunday  8:30am-2pm,May 9-December 5,P/M/X,Y,Y,Y,Y,40.98485,-73.68464,"(40.98485, -73.68464)"
Schenectady,Niskayuna Farmers' Market,1 Niskayuna Circle  Niskayuna NY,1 Niskayuna Circle,Niskayuna,NY,12309,Elisabeth Cococcia,5184244215,,Saturday  8:30am-12:30pm,July 10-October 16,M,Y,N,N,Y,42.81911,-73.8854,"(42.81911, -73.8854)"
New York,Dag Hammarskjold Plaza Greenmarket,245 E 47th St. btwn 1st & 2nd Aves.,East 47th St and Second Ave,New York,NY,10017,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/dag-hammarskjold,Wednesday  8am-4pm,Year-round,YR,Y,Y,N,Y,40.75298,-73.96989,"(40.75298, -73.96989)"
Kings,McCarren Park Greenmarket,228 N. 12th St at Union Ave,N 12th Street and Driggs Ave,Brooklyn,NY,11222,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/greenpoint-sa,Saturday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.72046,-73.95269,"(40.72046, -73.95269)"
Wayne,The Apple Shed Farm Stand,"3391 Fairville Maple Ridge Rd.  , Newark",3391 Fairville Maple Ridge Rd,Newark,NY,14513,Barbara Wells,3153316294,http://www.theappleshed.com,Daily  9am-5pm,June 12-December 19,M/X,Y,N,N,Y,43.12967,-77.09774,"(43.12967, -77.09774)"
Greene,Bulich Creekside Farm Farm Stand,1682 Route 23B  Leeds,1682 Route 23B,Leeds,NY,12451,Ron Bulich,5185885320,,Daily  10am-5pm,May 1-October 31,P/M,Y,N,N,Y,42.26297,-73.92541,"(42.26297, -73.92541)"
Queens,Corona Greenmarket,Roosevelt Ave. btwn 103rd & 104th Sts.,Roosevelt Ave and 103rd St,Corona,NY,11368,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-3pm,June 18-November 19,M,Y,Y,N,Y,40.74994,-73.86221,"(40.74994, -73.86221)"
Columbia,New Lebanon WINTER Farmers Market,528 Routes 20 &22 New Lebanon,route 20 &22 New Lebanon,New Lebanon,NY,12125,Chelsea Vigue,5083173502,,"Virtual Market , Order-Monday-Wednesday, Pick-up -Thursday",November 17-May 17,M/X/W/P,N,Y,N,Y,42.46421,-73.39698,"(42.46421, -73.39698)"
Tompkins,Ithaca Farmers' Market (Dewitt Park Tue),Dewitt Park at Buffalo & Cayuga St.,North Cayuga St and East Buffalo St,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Tuesday  9am-2pm,June 1-October 26,P/M,Y,Y,Y,Y,42.44131,-76.49911,"(42.44131, -76.49911)"
Rensselaer,Veggie Mobile Sprout-Mayor John Warden Apts,85 Aiken Ave Rensselaer,85 Aiken Ave,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 2:15pm-3pm,Year-round,YR,Y,Y,Y,Y,42.63326,-73.73991,"(42.63326, -73.73991)"
Montgomery,Haven of Hope Farm Stand,19 Cemetery St. Fonda,19 Cemetery Street,Fonda,NY,12068,Pat Brooking,5185223342,http://www.havenofhopefarm.org,"Thu/Fri/Sat  9am-4pm, Sunday  12pm-2pm",Year-round,YR,Y,Y,N,Y,42.95627,-74.36841,"(42.95627, -74.36841)"
Delaware,Delhi Farmers' Market,Courthouse Square Main St.,Main St and Court St,Delhi,NY,13753,Meg Kennedy,6074342407,,Wednesday  9am-2pm,June 2-September 29,M,Y,N,N,Y,42.27744,-74.91673,"(42.27744, -74.91673)"
Nassau,Seaford Farmers' Market,"Seaford Railroad Station Parking lot 3, Sunrise Highway & Washington Ave",Sunrise Highway and Washington St.,Seaford,NY,11783,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Saturday  7am-12pm,June 5-November 20,M,Y,N,N,Y,40.67572,-73.48657,"(40.67572, -73.48657)"
Schenectady,Veggie Mobile-Hillside View Apts,602 Craig Street  Schenectady,602 Craig Street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.captialroots.org,Friday 2:15pm-3pm,Year-round,YR,Y,Y,Y,Y,42.80323,-73.93741,"(42.80323, -73.93741)"
Orange,Tuxedo Farmers' Market,"Tuxedo Train Station,  240 Rt. 17N",240 State Route 17,Tuxedo,NY,10987,Lorraine Barbarash,8453251278,http://www.tuxedofarmersmarket.com,Saturday  9am-2pm,June 12-October 30,M,Y,N,N,Y,41.19447,-74.18447,"(41.19447, -74.18447)"
Franklin,JCEO MM-Riverside Haven Apartments,77 Catherine St. Malone,50 Catherine St.,Malone,NY,12953,Richard LaVigne,5183194028,http://www.jceo.org,Thursday 10am-11:15am,June 3-September 30,M,Y,Y,N,Y,44.84783,-74.29156,"(44.84783, -74.29156)"
Erie,Bowman Farms Farm stand,11259 Gowanda State Rd. North Collins,11259 Gowanda State Rd.,North Collins,NY,14111,Susan Bowman,7163372695,http://www.bowmanfarmsinc.com,Daily  9am-5pm,June 15-October 11,M,Y,Y,N,Y,42.57506,-78.93838,"(42.57506, -78.93838)"
